elec_load,elec_pay,type
6454.352,4392.187,低谷
6777.852,2471.883,低谷
6839.785,2494.47,低谷
6625.684,2416.387,低谷
6664.17,2430.423,低谷
6724.59,2452.458,低谷
6689.71,2439.737,低谷
7836.732,2858.056,低谷
10123.943,3692.202,平段
11497.093,7823.772,高峰
11952.754,13041.65,高峰
11001.187,12003.395,高峰
9524.399,10392.071,平段
11594.373,7889.971,平段
11843.34,8059.393,平段
12171.221,8282.516,平段
12469.041,8485.182,平段
12243.295,8331.562,平段
12188.242,8294.099,平段
11464.464,7801.568,高峰
11138.928,12153.684,高峰
10775.795,11757.469,高峰
10401.284,11348.841,平段
9105.177,6196.073,平段
3900.944,2654.592,低谷
4220.235,1539.12,低谷
4136.856,1508.711,低谷
3919.521,1429.449,低谷
3877.999,1414.306,低谷
4188.982,1527.722,低谷
4179.601,1524.3,低谷
5393.48,1967.002,低谷
9362.548,3414.521,平段
12269.205,8349.194,高峰
13065.512,14255.78,高峰
12168.367,13276.905,高峰
10264.272,11199.347,平段
12541.909,8534.769,平段
13105.034,8917.976,平段
13116.659,8925.886,平段
13267.427,9028.484,平段
12534.419,8529.672,平段
11918.473,8110.521,平段
11377.207,7742.189,高峰
11189.189,12208.525,高峰
10092.575,11012.008,高峰
9300.473,10147.746,平段
8294.926,5644.697,平段
2284.32,833.092,低谷
2213.339,807.205,低谷
2227.66,812.428,低谷
2195.089,800.549,低谷
1978.386,721.517,低谷
1112.934,405.887,低谷
951.112,346.871,低谷
1030.148,375.695,低谷
665.12,452.614,平段
685.623,748.083,高峰
701.716,765.642,高峰
709.346,773.967,高峰
794.73,540.814,平段
773.734,526.526,平段
1006.973,685.245,平段
869.103,591.424,平段
762.896,519.151,平段
1033.207,703.097,平段
794.576,540.709,平段
712.864,777.806,高峰
681.093,743.141,高峰
649.588,708.766,高峰
643.457,437.873,平段
640.277,435.709,平段
3087.511,1126.015,低谷
3308.087,1206.459,低谷
3248.676,1184.792,低谷
3103.76,1131.941,低谷
3059.92,1115.953,低谷
3281.08,1196.61,低谷
3249.281,1185.013,低谷
4780.648,1743.502,低谷
8401.331,5717.106,平段
11605.523,12662.786,高峰
12161.561,13269.48,高峰
11489.484,12536.176,高峰
10112.75,6881.726,平段
11811.316,8037.601,平段
11629.996,7914.212,平段
11668.462,7940.388,平段
12007.447,8171.067,平段
11574.163,7876.218,平段
11625.599,7911.22,平段
11262.184,12288.169,高峰
11203.038,12223.635,高峰
9809.002,10702.602,高峰
9451.872,6431.999,平段
7852.998,5343.965,平段
6239.561,2275.568,低谷
6534.276,2383.05,低谷
6428.26,2344.387,低谷
6222.324,2269.281,低谷
6147.546,2242.01,低谷
6157.729,2245.724,低谷
6078.349,2216.774,低谷
6777.377,2471.71,低谷
8990.889,6118.3,平段
10164.455,11090.436,高峰
10620.448,11587.971,高峰
9881.253,10781.436,高峰
8820.451,6002.317,平段
9776.241,6652.732,平段
10385.155,7067.098,平段
10029.917,6825.359,平段
9820.127,6682.596,平段
9335.752,6352.979,平段
8901.12,6057.212,平段
8003.081,8732.162,高峰
7911.705,8632.462,高峰
7375.828,8047.766,高峰
6873.781,4677.608,平段
5884.509,4004.409,平段
1413.178,515.386,低谷
1462.903,533.521,低谷
1487.303,542.419,低谷
1364.288,497.556,低谷
1439.261,524.899,低谷
1471.84,536.78,低谷
1460.223,532.543,低谷
1695.763,618.445,低谷
3957.502,2693.08,平段
6196.336,6760.822,高峰
7335.243,8003.483,高峰
7556.609,8245.016,高峰
7035.952,4787.965,平段
7578.96,5157.483,平段
7965.701,5420.66,平段
7438.041,5061.587,平段
6584.592,4480.815,平段
6139.991,4178.264,平段
5696.883,3876.729,平段
5487.915,5987.864,高峰
5337.982,5824.272,高峰
4755.183,5188.38,高峰
4138.981,2816.577,平段
3090.246,2102.912,平段
6566.68,4468.626,低谷
6514.176,2375.72,低谷
6140.472,2239.43,低谷
5651.535,2061.115,低谷
5475.287,1996.837,低谷
5483.111,1999.69,低谷
5623.652,2050.946,低谷
6420.061,2341.396,低谷
8087.827,2949.63,平段
9426.869,6414.984,高峰
10135.738,11059.104,高峰
9824.663,10719.689,高峰
8191.099,8937.309,平段
9707.621,6606.036,平段
9925.937,6754.6,平段
9247.616,6293.003,平段
9832.217,6690.824,平段
9557.935,6504.175,平段
9907.5,6742.054,平段
9911.127,6744.522,高峰
9770.036,10660.086,高峰
9385.196,10240.187,高峰
8841.62,9647.092,平段
7573.993,5154.102,平段
5427.865,1979.542,低谷
5557.355,2026.767,低谷
5481.475,1999.094,低谷
5359.662,1954.669,低谷
5203.836,1897.839,低谷
5469.092,1994.578,低谷
5480.151,1998.611,低谷
6706.593,2445.895,低谷
9475.545,6448.109,平段
11281.484,12309.227,高峰
11428.347,12469.469,高峰
10292.497,11230.144,高峰
8602.864,5854.249,平段
10772.313,7330.559,平段
11092.263,7548.285,平段
11337.295,7715.029,平段
11541.704,7854.13,平段
11130.909,7574.584,平段
11153.08,7589.671,平段
10996.176,11997.928,高峰
10764.264,11744.888,高峰
9430.865,10290.017,高峰
8878.881,6042.079,平段
7650.172,5205.942,平段
2667.651,972.892,低谷
2774.38,1011.816,低谷
2712.59,989.281,低谷
2655.115,968.32,低谷
2654.603,968.134,低谷
2691.755,981.683,低谷
2686.255,979.677,低谷
3176.806,1158.581,低谷
5935.98,4039.434,平段
8421.805,9189.031,高峰
8964.078,9780.705,高峰
8581.751,9363.548,高峰
8199.8,5579.964,平段
8824.673,6005.19,平段
8911.703,6064.414,平段
8669.656,5899.701,平段
8297.36,5646.353,平段
8095.34,5508.879,平段
7351.068,5002.402,平段
6424.681,7009.97,高峰
6292.24,6865.463,高峰
5537.052,6041.477,高峰
4751.973,3233.717,平段
3589.133,2442.405,平段
6942.467,4724.349,低谷
6997.808,2552.101,低谷
6941.456,2531.549,低谷
6761.413,2465.887,低谷
6760.006,2465.374,低谷
7069.623,2578.291,低谷
6906.079,2518.647,低谷
8110.13,2957.764,低谷
10369.407,3781.723,平段
11897.409,8096.187,高峰
12055.994,13154.295,高峰
11273.673,12300.705,高峰
9875.801,10775.487,平段
12189.511,8294.962,平段
12291.267,8364.207,平段
12012.051,8174.201,平段
11973.495,8147.963,平段
11375.185,7740.814,平段
11137.543,7579.098,平段
10649.232,7246.802,高峰
10684.899,11658.293,高峰
9927.462,10831.854,高峰
9482.101,10345.92,平段
8310.093,5655.019,平段
6508.052,4428.729,低谷
6319.165,2304.6,低谷
6356.736,2318.302,低谷
6372.017,2323.875,低谷
6252.305,2280.216,低谷
6155.445,2244.891,低谷
6128.479,2235.056,低谷
6853.376,2499.426,低谷
9053.334,3301.751,平段
10474.361,7127.803,高峰
10652.548,11622.995,高峰
10022.829,10935.909,高峰
8993.269,9812.556,平段
10802.852,7351.341,平段
11062.092,7527.754,平段
10422.343,7092.404,平段
10980.942,7472.531,平段
10372.666,7058.599,平段
10404.015,7079.932,平段
10587.95,7205.1,高峰
10455.03,11407.483,高峰
9741.147,10628.565,高峰
9058.32,9883.533,平段
8051.673,5479.164,平段
5632.02,2053.998,低谷
5884.387,2146.036,低谷
5953.374,2171.195,低谷
5632.835,2054.295,低谷
5584.965,2036.837,低谷
5796.395,2113.945,低谷
5725.396,2088.052,低谷
7323.86,2671.012,低谷
10173.04,6922.754,平段
12151.331,13258.317,高峰
12452.621,13587.055,高峰
11515.813,12564.903,高峰
10505.808,7149.202,平段
12194.973,8298.679,平段
12359.912,8410.92,平段
12597.566,8572.644,平段
12792.792,8705.495,平段
12145.057,8264.712,平段
11556.064,7863.902,平段
11000.513,12002.66,高峰
10736.719,11714.834,高峰
10076.072,10994.002,高峰
9717.823,6612.978,平段
8247.673,5612.542,平段
6177.217,2252.831,低谷
6596.678,2405.809,低谷
6584.211,2401.262,低谷
6267.956,2285.924,低谷
6234.484,2273.716,低谷
6446.344,2350.982,低谷
6652.432,2426.142,低谷
7976.32,2908.964,低谷
10513.505,7154.44,平段
11979.847,13071.211,高峰
12550.474,13693.822,高峰
11954.433,13043.482,高峰
10544.751,7175.703,平段
12529.693,8526.456,平段
12359.256,8410.474,平段
10149.088,6906.454,平段
7122.583,4846.918,平段
7040.289,4790.917,平段
6508.669,4429.149,平段
4811.263,5249.57,高峰
4625.734,5047.138,高峰
4506.261,4916.782,高峰
4403.884,2996.843,平段
4069.449,2769.26,平段
5181.871,1889.828,低谷
5265.259,1920.24,低谷
5293.323,1930.475,低谷
5052.425,1842.62,低谷
4977.238,1815.199,低谷
5241.123,1911.438,低谷
5190.308,1892.905,低谷
6733.254,2455.618,低谷
9765.009,6645.089,平段
11231.181,12254.342,高峰
11562.548,12615.896,高峰
11046.473,12052.807,高峰
9867.544,6714.864,平段
11526.249,7843.612,平段
11439.142,7784.336,平段
9972.657,6786.393,平段
6536.155,4447.853,平段
6357.429,4326.23,平段
6150.394,4185.343,平段
4728.824,5159.62,高峰
4400.212,4801.071,高峰
4006.257,4371.227,高峰
3797.383,2584.119,平段
3572.611,2431.162,平段
5990.067,2184.577,低谷
6193.564,2258.793,低谷
5855.44,2135.479,低谷
5654.898,2062.341,低谷
5682.716,2072.487,低谷
5833.483,2127.471,低谷
5726.343,2088.397,低谷
7359.177,2683.892,低谷
10380.051,7063.625,平段
11957.227,13046.53,高峰
12271.969,13389.946,高峰
10625.356,11593.326,高峰
9175.061,6243.629,平段
11052.045,7520.917,平段
11665.064,7938.076,平段
11252.357,7657.229,平段
11790.863,8023.683,平段
11464.808,7801.802,平段
11076.632,7537.648,平段
10142.231,11066.188,高峰
10098.746,11018.742,高峰
9455.467,10316.86,高峰
9173.491,6242.56,平段
8068.503,5490.616,平段
6178.088,2253.149,低谷
6411.676,2338.338,低谷
6458.896,2355.559,低谷
6145.665,2241.324,低谷
6182.001,2254.576,低谷
6306.297,2299.906,低谷
6322.155,2305.69,低谷
7541.851,2750.513,低谷
9850.754,6703.438,平段
11224.717,12247.289,高峰
11967.516,13057.757,高峰
11514.66,12563.645,高峰
10464.279,7120.942,平段
12556.631,8544.787,平段
11494.213,7821.812,平段
9825.95,6686.559,平段
10745.067,7312.018,平段
11211.595,7629.49,平段
10982.105,7473.323,平段
10754.067,11733.762,高峰
10730.916,11708.502,高峰
9763.536,10652.994,高峰
9302.683,6330.476,平段
7869.685,5355.321,平段
5254.748,1916.407,低谷
5377.499,1961.174,低谷
5410.967,1973.38,低谷
5408.542,1972.495,低谷
5191.393,1893.301,低谷
5409.34,1972.786,低谷
4924.148,1795.837,低谷
6540.943,2385.482,低谷
8765.468,5964.901,平段
10787.976,11770.761,高峰
11279.333,12306.88,高峰
10646.811,11616.736,高峰
9207.348,6265.6,平段
10876.367,7401.368,平段
11104.114,7556.35,平段
11007.803,7490.81,平段
11356.161,7727.868,平段
10984.069,7474.659,平段
10653.991,7250.041,平段
9944.929,10850.912,高峰
10040.889,10955.614,高峰
9049.823,9874.262,高峰
8941.943,6084.992,平段
7713.305,5248.904,平段
6914.148,4705.078,低谷
7171.761,2615.541,低谷
6957.12,2537.262,低谷
6614.329,2412.246,低谷
6655.436,2427.238,低谷
6736.563,2456.824,低谷
6765.006,2467.198,低谷
8148.652,2971.813,低谷
10404.08,3794.368,平段
11975.208,8149.129,高峰
12554.487,13698.2,高峰
11882.28,12964.756,高峰
10388.407,11334.791,平段
12472.169,8487.311,平段
12459.924,8478.978,平段
12154.123,8270.88,平段
12312.401,8378.589,平段
11927.375,8116.579,平段
11943.591,8127.613,平段
11159.813,7594.253,高峰
10648.387,11618.455,高峰
9828.431,10723.801,高峰
9645.835,10524.57,平段
8500.773,5784.776,平段
6490.509,4416.792,低谷
6880.499,2509.318,低谷
6583.828,2401.122,低谷
6296.243,2296.24,低谷
6097.911,2223.908,低谷
6380.541,2326.983,低谷
6322.572,2305.842,低谷
7312.479,2666.861,低谷
9367.993,3416.507,平段
10972.189,7466.575,高峰
11498.376,12545.878,高峰
10505.264,11462.294,高峰
9072.137,9898.609,平段
11061.98,7527.677,平段
11305.701,7693.53,平段
11195.019,7618.21,平段
11138.86,7579.994,平段
10293.947,7005.031,平段
10288.399,7001.255,平段
11024.808,7502.382,高峰
10875.079,11865.799,高峰
9638.515,10516.583,高峰
8624.763,9410.479,平段
7969.747,5423.413,平段
3697.089,1348.328,低谷
3712.305,1353.877,低谷
3600.607,1313.141,低谷
3461.965,1262.579,低谷
3422.624,1248.231,低谷
3443.829,1255.965,低谷
3370.035,1229.052,低谷
3109.664,1134.094,低谷
4744.751,3228.803,平段
6145.761,6705.64,高峰
6865.988,7491.48,高峰
6891.628,7519.455,高峰
6783.316,4616.047,平段
6923.891,4711.708,平段
7161.824,4873.621,平段
7169.216,4878.651,平段
6976.197,4747.302,平段
6763.007,4602.226,平段
6702.084,4560.768,平段
6553.908,7150.969,高峰
6456.507,7044.694,高峰
6260.689,6831.038,高峰
5970.525,4062.942,平段
4132.277,2812.015,平段
5192.058,1893.544,低谷
5232.375,1908.247,低谷
5198.666,1895.954,低谷
5106.961,1862.509,低谷
5044.517,1839.735,低谷
5275.804,1924.086,低谷
5296.824,1931.752,低谷
6877.806,2508.336,低谷
9716.5,6612.079,平段
11675.111,12738.713,高峰
12198.645,13309.942,高峰
11224.298,12246.832,高峰
9969.881,6784.504,平段
11620.3,7907.614,平段
10790.485,7342.925,平段
9891.285,6731.02,平段
10177.527,6925.807,平段
10881.887,7405.124,平段
10967.994,7463.72,平段
11102.579,12114.024,高峰
11232.796,12256.104,高峰
10057.115,10973.318,高峰
9527.713,6483.609,平段
7872.306,5357.104,平段
5169.545,3517.876,低谷
5302.363,1933.772,低谷
5363.089,1955.919,低谷
5253.936,1916.11,低谷
5144.975,1876.372,低谷
5298.517,1932.369,低谷
5284.083,1927.105,低谷
6109.185,2228.02,低谷
8722.008,3180.916,平段
10407.799,7082.507,高峰
10636.636,11605.634,高峰
10192.562,11121.105,高峰
8532.84,9310.182,平段
9931.361,6758.291,平段
9709.005,6606.978,平段
8237.124,5605.363,平段
5651.843,3846.079,平段
5050.385,3436.787,平段
4822.802,3281.916,平段
3988.224,2713.986,高峰
3652.147,3984.857,高峰
3576.567,3902.392,高峰
3507.049,3826.542,平段
3226.885,2195.895,平段
5676.86,2070.351,低谷
5948.308,2169.348,低谷
5891.365,2148.581,低谷
5588.183,2038.01,低谷
5477.299,1997.571,低谷
5735.589,2091.769,低谷
5692.089,2075.905,低谷
7194.524,2623.843,低谷
9629.409,6552.813,平段
10994.6,11996.208,高峰
11603.192,12660.243,高峰
10713.196,11689.169,高峰
9170.029,6240.205,平段
11105.545,7557.324,平段
11406.623,7762.207,平段
11674.439,7944.456,平段
12062.071,8208.239,平段
11546.459,7857.365,平段
11338.564,7715.893,平段
7876.381,8593.92,高峰
6200.568,6765.44,高峰
5157.336,5627.169,高峰
5200.465,3538.917,平段
6043.289,4112.458,平段
6468.628,2359.109,低谷
6865.683,2503.915,低谷
6737.611,2457.207,低谷
6684.83,2437.957,低谷
6455.863,2354.453,低谷
6756.585,2464.127,低谷
6683.293,2437.397,低谷
7612.345,2776.222,低谷
10063.972,6848.533,平段
11636.46,12696.542,高峰
11682.796,12747.099,高峰
10523.428,11482.112,高峰
9417.214,6408.414,平段
11261.555,7663.488,平段
11540.535,7853.334,平段
11351.853,7724.936,平段
11422.595,7773.076,平段
10827.591,7368.175,平段
10643.648,7243.003,平段
10289.694,11227.085,高峰
10153.077,11078.023,高峰
9793.679,10685.883,高峰
9601.644,6533.919,平段
7991.961,5438.53,平段
3910.758,1426.253,低谷
4032.013,1470.475,低谷
3984.376,1453.102,低谷
3711.983,1353.76,低谷
3631.085,1324.257,低谷
3762.616,1372.226,低谷
3857.376,1406.785,低谷
5296.365,1931.584,低谷
8354.024,5684.913,平段
10591.196,11556.054,高峰
11036.676,12042.117,高峰
10211.912,11142.217,高峰
8423.199,5731.987,平段
10136.248,6897.717,平段
10736.641,7306.284,平段
11142.853,7582.712,平段
11252.011,7656.993,平段
11171.452,7602.173,平段
10643.58,7242.956,平段
9501.657,10367.258,高峰
9052.071,9876.714,高峰
8242.517,8993.411,高峰
7848.515,5340.914,平段
6488.741,4415.588,平段
6246.191,4250.533,低谷
6422.685,2342.353,低谷
6354.899,2317.632,低谷
6067.545,2212.834,低谷
6218.465,2267.874,低谷
6364.639,2321.184,低谷
6341.835,2312.867,低谷
7427.997,2708.991,低谷
10078.795,3675.736,平段
11811.425,8037.675,高峰
12177.1,13286.434,高峰
11168.829,12186.31,高峰
9874.69,10774.274,平段
11949.846,8131.87,平段
12291.328,8364.249,平段
10739.433,7308.184,平段
7296.105,4965.0,平段
6933.899,4718.518,平段
6533.107,4445.779,平段
4954.347,3371.433,高峰
4395.989,4796.464,高峰
4331.4,4725.991,高峰
4386.773,4786.408,平段
4111.878,2798.133,平段
2284.724,1554.755,低谷
2437.25,888.865,低谷
2458.502,896.616,低谷
2346.505,855.77,低谷
2382.875,869.034,低谷
2470.597,901.027,低谷
2601.656,948.824,低谷
4820.42,1758.007,低谷
8251.707,3009.398,平段
11201.182,7622.404,高峰
11801.106,12876.187,高峰
10760.041,11740.281,高峰
9338.584,10189.329,平段
11249.916,7655.568,平段
11740.763,7989.589,平段
11503.785,7828.326,平段
12018.921,8178.876,平段
11576.555,7877.845,平段
11162.597,7596.147,平段
10365.333,7053.609,高峰
9780.129,10671.098,高峰
9767.103,10656.886,高峰
9707.941,10592.335,平段
8392.328,5710.979,平段
5361.787,1955.444,低谷
5347.912,1950.383,低谷
5362.136,1955.571,低谷
5242.955,1912.106,低谷
5145.671,1876.626,低谷
5187.089,1891.731,低谷
5271.206,1922.409,低谷
6619.673,2414.195,低谷
9034.743,6148.142,平段
9963.924,10871.637,高峰
9985.951,10895.671,高峰
9050.896,9875.433,高峰
7855.987,5345.999,平段
9375.051,6379.722,平段
9468.644,6443.413,平段
9558.638,6504.653,平段
9966.144,6781.961,平段
10364.544,7053.072,平段
10234.952,6964.885,平段
8937.833,9752.07,高峰
8959.463,9775.67,高峰
8564.255,9344.458,高峰
8522.648,5799.662,平段
7414.281,5045.418,平段
3029.311,2061.446,低谷
3256.088,1187.495,低谷
3389.66,1236.209,低谷
3189.661,1163.269,低谷
3285.597,1198.257,低谷
3434.425,1252.535,低谷
3482.74,1270.155,低谷
4661.103,1699.904,低谷
8011.931,2921.951,平段
10507.373,7150.268,高峰
11185.984,12205.027,高峰
10550.791,11511.968,高峰
9224.545,10064.901,平段
10996.305,7482.985,平段
10913.115,7426.375,平段
10832.275,7371.363,平段
11051.965,7520.862,平段
10728.913,7301.026,平段
10703.554,7283.768,平段
10575.996,7196.965,高峰
10051.804,10967.523,高峰
9261.518,10105.242,高峰
9104.793,9934.24,平段
8089.677,5505.025,平段
6413.211,4364.19,低谷
6570.965,2396.431,低谷
6570.493,2396.259,低谷
6337.083,2311.134,低谷
6422.098,2342.139,低谷
6522.513,2378.76,低谷
6521.283,2378.312,低谷
7564.367,2758.725,低谷
9947.46,3627.839,平段
11196.749,7619.388,高峰
11507.046,12555.338,高峰
11196.344,12216.331,高峰
9669.336,10550.213,平段
11564.309,7869.513,平段
10889.751,7410.475,平段
10178.537,6926.495,平段
10303.297,7011.394,平段
10647.575,7245.675,平段
10879.0,7403.16,平段
10870.216,7397.182,高峰
10921.558,11916.512,高峰
10153.072,11078.016,高峰
9914.12,10817.296,平段
8694.565,5916.652,平段
5349.936,1951.122,低谷
5659.903,2064.167,低谷
5643.019,2058.009,低谷
5268.719,1921.502,低谷
5307.279,1935.565,低谷
5704.964,2080.6,低谷
5579.659,2034.901,低谷
7161.331,2611.737,低谷
10263.7,6984.448,平段
11971.832,13062.466,高峰
12397.092,13526.467,高峰
11846.523,12925.742,高峰
10500.889,7145.855,平段
12520.757,8520.375,平段
12912.624,8787.041,平段
12835.394,8734.486,平段
12836.281,8735.089,平段
11822.745,8045.378,平段
11540.134,7853.061,平段
10952.957,11950.771,高峰
10633.174,11601.857,高峰
10223.724,11155.106,高峰
9667.231,6578.55,平段
8271.596,5628.821,平段
6794.141,4623.413,低谷
6527.103,2380.435,低谷
6493.974,2368.352,低谷
6369.104,2322.812,低谷
6291.063,2294.351,低谷
6345.972,2314.376,低谷
6371.882,2323.826,低谷
7352.784,2681.56,低谷
10009.106,3650.321,平段
11468.253,7804.146,高峰
11636.936,12697.061,高峰
10887.729,11879.601,高峰
9501.087,10366.636,平段
11212.321,7629.985,平段
11383.806,7746.68,平段
11087.867,7545.293,平段
11391.032,7751.597,平段
10767.923,7327.571,平段
10968.436,7464.021,平段
11079.881,7539.859,高峰
10967.567,11966.712,高峰
10194.764,11123.507,高峰
9394.619,10250.468,平段
8548.828,5817.477,平段
2448.411,892.935,低谷
2461.959,897.876,低谷
2462.283,897.994,低谷
2363.048,861.804,低谷
2395.332,873.578,低谷
2401.56,875.849,低谷
2406.733,877.735,低谷
2837.993,1035.016,低谷
5621.983,3825.759,平段
7651.193,8348.216,高峰
7943.403,8667.047,高峰
7801.694,8512.428,高峰
7215.215,4909.954,平段
8066.753,5489.426,平段
8501.788,5785.467,平段
8461.488,5758.042,平段
8250.669,5614.58,平段
8111.743,5520.041,平段
7450.829,5070.289,平段
6935.673,7567.513,高峰
6383.115,6964.616,高峰
6020.675,6569.159,高峰
5347.206,3638.774,平段
3709.871,2524.567,平段
6514.055,2375.676,低谷
6651.228,2425.703,低谷
6533.258,2382.679,低谷
6203.172,2262.297,低谷
6351.965,2316.562,低谷
6437.856,2347.886,低谷
6427.986,2344.287,低谷
7524.392,2744.146,低谷
9819.335,6682.058,平段
11010.199,12013.228,高峰
11621.355,12680.06,高峰
10890.132,11882.223,高峰
9860.052,6709.765,平段
11793.916,8025.76,平段
12492.308,8501.016,平段
12401.517,8439.233,平段
12352.94,8406.176,平段
11436.095,7782.262,平段
11490.916,7819.568,平段
11228.387,12251.293,高峰
11339.763,12372.815,高峰
10343.796,11286.116,高峰
9894.58,6733.262,平段
8334.639,5671.722,平段
3475.393,1267.476,低谷
3643.035,1328.615,低谷
3606.924,1315.445,低谷
3415.924,1245.788,低谷
3317.212,1209.787,低谷
3616.315,1318.87,低谷
3549.747,1294.593,低谷
4715.643,1719.795,低谷
7568.628,5150.451,平段
9550.461,10420.508,高峰
9969.683,10877.921,高峰
9328.061,10177.848,高峰
8150.593,5546.479,平段
10118.596,6885.705,平段
9981.407,6792.347,平段
9861.936,6711.048,平段
10298.739,7008.292,平段
10123.167,6888.815,平段
10066.139,6850.007,平段
9402.785,10259.379,高峰
9114.091,9944.384,高峰
8341.75,9101.683,高峰
7976.288,5427.864,平段
7016.099,4774.455,平段
706.861,257.792,低谷
669.093,244.018,低谷
621.136,226.528,低谷
613.4,223.707,低谷
623.375,227.345,低谷
607.977,221.729,低谷
613.499,223.743,低谷
699.139,254.976,低谷
1050.896,715.135,平段
1025.528,1118.953,高峰
966.545,1054.597,高峰
1082.216,1180.806,高峰
954.904,649.812,平段
980.348,667.127,平段
1140.508,776.116,平段
1244.219,846.691,平段
1324.763,901.501,平段
1198.379,815.497,平段
1021.604,695.202,平段
855.756,933.715,高峰
851.064,928.596,高峰
816.625,891.02,高峰
825.01,561.419,平段
796.277,541.867,平段
3814.097,1391.001,低谷
3758.033,1370.555,低谷
3751.647,1368.226,低谷
3689.84,1345.685,低谷
3586.943,1308.158,低谷
3622.277,1321.044,低谷
3764.867,1373.047,低谷
4488.521,1636.964,低谷
7230.015,4920.025,平段
8342.799,9102.828,高峰
8496.948,9271.02,高峰
8421.139,9188.305,高峰
8297.24,5646.272,平段
9286.137,6319.216,平段
9219.128,6273.617,平段
8867.552,6034.369,平段
9509.867,6471.465,平段
9769.842,6648.378,平段
8629.151,5872.137,平段
8429.081,9196.97,高峰
8665.735,9455.183,高峰
8517.791,9293.761,高峰
8548.88,5817.513,平段
7509.757,5110.39,平段
6664.072,4534.901,低谷
6729.576,2454.276,低谷
6776.232,2471.292,低谷
6627.644,2417.102,低谷
6473.433,2360.861,低谷
6685.203,2438.093,低谷
6750.953,2462.072,低谷
7761.988,2830.797,低谷
10306.798,3758.889,平段
11582.937,7882.189,高峰
12117.087,13220.953,高峰
11399.647,12438.155,高峰
10294.923,11232.79,平段
12293.241,8365.551,平段
12471.94,8487.155,平段
12634.294,8597.637,平段
13141.527,8942.809,平段
12590.881,8568.095,平段
12672.084,8623.353,平段
11933.072,8120.455,高峰
11681.599,12745.793,高峰
10997.511,11999.384,高峰
10497.034,11453.314,平段
8863.707,6031.752,平段
6621.952,4506.239,低谷
6750.805,2462.019,低谷
6774.055,2470.498,低谷
6489.567,2366.745,低谷
6531.24,2381.943,低谷
6621.473,2414.851,低谷
6591.639,2403.971,低谷
7936.335,2894.381,低谷
10243.943,3735.966,平段
10717.951,7293.566,高峰
11387.575,12424.983,高峰
11785.985,12859.688,高峰
6976.173,7611.702,平段
13943.953,9488.86,平段
11803.257,8032.116,平段
11645.578,7924.816,平段
11888.837,8090.353,平段
11632.971,7916.237,平段
11848.099,8062.631,平段
11787.933,8021.689,高峰
11512.935,12561.763,高峰
10130.959,11053.889,高峰
9545.277,10414.852,平段
8267.506,5626.038,平段
3795.009,2582.504,低谷
3768.801,1374.482,低谷
3703.269,1350.582,低谷
3528.967,1287.014,低谷
3436.389,1253.251,低谷
3598.205,1312.265,低谷
3477.131,1268.11,低谷
2831.472,1032.638,低谷
2474.321,902.385,平段
2347.46,1597.446,高峰
2352.47,2566.78,高峰
2318.565,2529.787,高峰
2266.111,2472.553,平段
2333.731,1588.104,平段
2372.833,1614.713,平段
2352.779,1601.066,平段
2366.054,1610.1,平段
2264.116,1540.731,平段
2016.541,1372.256,平段
2181.77,1484.694,高峰
2328.958,2541.126,高峰
2353.46,2567.86,高峰
2322.876,2534.49,平段
2306.563,1569.616,平段
4647.223,1694.842,低谷
5077.105,1851.62,低谷
5336.22,1946.119,低谷
5194.225,1894.334,低谷
4976.873,1815.066,低谷
5119.991,1867.261,低谷
5199.366,1896.209,低谷
6375.504,2325.146,低谷
8906.395,6060.802,平段
10780.107,11762.174,高峰
11255.353,12280.715,高峰
10626.038,11594.07,高峰
9603.839,6535.412,平段
11173.403,7603.5,平段
11143.92,7583.438,平段
11056.457,7523.919,平段
11400.509,7758.047,平段
10949.581,7451.19,平段
10698.075,7280.04,平段
10364.511,11308.718,高峰
10305.98,11244.855,高峰
9507.387,10373.51,高峰
9195.408,6257.475,平段
7963.927,5419.452,平段
827.472,301.779,低谷
793.855,289.519,低谷
791.38,288.616,低谷
767.345,279.851,低谷
789.136,287.798,低谷
772.941,281.892,低谷
816.409,297.744,低谷
1151.189,419.839,低谷
2099.421,1428.656,平段
2433.026,2654.675,高峰
2389.656,2607.354,高峰
2047.149,2233.645,高峰
1816.291,1235.986,平段
2119.952,1442.627,平段
2261.507,1538.956,平段
2188.487,1489.265,平段
2151.994,1464.432,平段
2175.409,1480.366,平段
1899.929,1292.902,平段
1550.609,1691.87,高峰
1535.863,1675.78,高峰
1524.923,1663.843,高峰
1526.459,1038.755,平段
1434.268,976.02,平段
5784.283,2109.528,低谷
5790.951,2111.96,低谷
5653.791,2061.937,低谷
5449.755,1987.526,低谷
5222.272,1904.563,低谷
5540.044,2020.454,低谷
5465.179,1993.151,低谷
6964.523,2539.961,低谷
10137.104,6898.299,平段
11936.42,13023.828,高峰
12324.0,13446.716,高峰
11629.981,12689.472,高峰
10358.854,7049.2,平段
12374.289,8420.704,平段
12642.235,8603.041,平段
12584.548,8563.785,平段
12961.811,8820.512,平段
11805.976,8033.967,平段
11170.104,7601.256,平段
11027.666,12032.287,高峰
11020.35,12024.303,高峰
9750.829,10639.13,高峰
8985.447,6114.596,平段
7691.923,5234.353,平段
6004.009,4085.728,低谷
5995.248,2186.467,低谷
6084.529,2219.028,低谷
5763.736,2102.034,低谷
5767.768,2103.505,低谷
5951.9,2170.658,低谷
